_id,label,table1.id,table2.id,table1.name,table2.name,table1.description,table2.description,table1.price,table2.price
4560,0,902,880,canon powershot black digital camera sx110isb,sony cyber-shot dsc-w150 digital camera black dscw150/b,canon powershot sx110 is black digital camera sx110isb 9.0 megapixel 10x optical zoom lens with optical image stabilizer technology 3.0 ' lcd display digic iii image processor face detection motion detection 20 shooting modes including 8 special scene modes red-eye correction automatic iso settings print-share button power by aa batteries for convenient black finish,8.1 megapixel 16:9 2x digital zoom 2.7 ' active matrix tft color lcd,,129.99
4561,0,932,977,sony vaio cs series black notebook computer vgncs180jq,sony vaio aw110j/h notebook vgnaw110j/h,sony vaio cs series black notebook computer vgncs180jq 2.26 ghz intel core 2 duo processor p8400 14.1 ' ( 1280 x 800 ) xbrite-eco widescreen display 320gb serial ata 5400rpm hard drive built-in 1.3 megapixel motion eye camera and microphone 4gb pc2-6400 ( 2gbx2 ) installed memory integrated stereo a2dp bluetooth 1066mhz front side bus speed 3mb l2 cache blu-ray drive ( read only ) genuine microsoft windows vista home premium 64-bit black finish,"sony vaio aw series aw110jh notebook 2.26 ghz intel core 2 duo p8400 , 4gb ram , 320gb hard drive , dvd + / - rw w / blu-ray disc support , wireless 802.11 a/b/g / n , nvidia geforce 9300m , 18.4 ' xbrite-eco lcd display , webcam & mic , windows vista home premium",,
4562,0,986,667,samsung 52 ' series 8 lcd black flat panel hdtv ln52a850,samsung 5 series ln37a550 37 ' lcd tv,"samsung 52 ' series 8 lcd black flat panel hdtv ln52a850 full 1080p ( 1920x1080 ) resolution touch of color auto motion plus 120hz 50,000:1 dynamic contrast ratio 4ms response time srs trusurround xt built-in digital tuner ( atsc/clear qam ) black with red accent finish","samsung ln37a550 37 ' widescreen 1080p lcd hdtv 15,000:1 dynamic contrast ratio 5ms response time piano black",,944.0
4563,0,495,584,sony cyber-shot black digital camera dsch10b,panasonic lumix dmc-tz5 digital camera black,sony dsch10 cyber-shot black digital camera dsch10b 8.1 megapixels 3.0 ' lcd display carl zeiss 10x optical zoom lens 31 mb internal memory versatile flash advanced sports mode 9-point auto focus high sensitivity mode burst mode face detection in-camera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility stamina battery power beginner-friendly function guide black finish,"panasonic lumix dmc-tz5k 9 megapixel digital camera with 28mm wide-angle lens , 10x optical zoom , 3 ' lcd and hd output black",,
4564,0,289,178,panasonic nnsd767s stainless steel countertop microwave oven nnsd767ss,"panasonic nn-c994s genius prestige convection microwave oven with inverter turbo defrost and one-touch sensor cooking , stainless",panasonic nnsd767s stainless steel countertop microwave oven nnsd767ss 1.6 cu . ft. capacity 1250w output power 10 power levels 5 cooking stages one-touch sensor cooking or heating timer stainless steel finish,,,
4565,1,1017,1043,sharp aquos 42 ' black lcd hdtv lc42d85u,sharp aquos lc-42d85u 42 ' lcd tv,"sharp aquos 42 ' black lcd hdtv lc42d85u full hd 1080p ( 1920 x 1080 ) resolution aquos link 120hz fine motion enhanced built-in atsc/qam/ntsc tuners 60,000 hours lamp life 4ms response time hdmi inputs black finish","42 ' active matrix tft atsc , ntsc 16:9 1920 x 1080 hdtv 1080p",,1076.65
4566,0,500,559,panasonic viera 46 ' plasma flat panel 1080p hdtv in black th46pz80u,panasonic viera th-46pz85u 46 ' plasma tv,panasonic viera 46 ' plasma flat panel 1080p hdtv in black th46pz80u 1080p display 1920 x 1080 native resolution color purity optimizer surround sound anti-reflective filter viera link hdavi control built-in ntsc/atsc/qam tuners 3 hdmi inputs built-in galleryplayer capable sd card memory slot pedestal stand included black finish,"46 ' atsc , ntsc 16:9 1920 x 1080 surround hdtv",,1149.99
4567,1,927,974,canon pixma photo all-in-one printer mp980,canon pixma mp980 wireless all-in-one color photo inkjet printer 2922b002,"canon pixma photo all-in-one printer mp980 high performance wireless printer , copier and scanner easy scroll wheel 3.5 ' high definition lcd display maximum 9600 x 2400 color dpi six individual inks tanks auto duplex print smart copying automatic image optimization no warm-up energy star qualified",,299.0,
4568,0,1051,879,coby 7 ' black widescreen tft portable dvd cd mp3 player tfdvd7006,sony dvpfx820 portable dvd player dvpfx820/w,"coby 7 ' black widescreen tft portable dvd cd mp3 player tfdvd7006 compact portable design 480 x 240 display resolution 16:9 widescreen tft color display dvd , dvd ± r/rw , cd , cd-r/rw , jpeg and mp3 compatible anti-skip circuitry dolby digital decoder digital and analog av outputs ntsc/pal video system black finish","8 ' lcd dvd + rw , dvd-rw , dvd + r , dvd-r , cd-rw dvd video , mp3 , jpeg playback 1 disc ( s ) progressive scan white",97.0,149.0
4569,1,43,178,panasonic genius prestige inverter microwave convection oven nnc994ss in stainless steel nnc994ss,"panasonic nn-c994s genius prestige convection microwave oven with inverter turbo defrost and one-touch sensor cooking , stainless",panasonic genius prestige microwave convection oven nnc994ss 1.5 cubic foot capacity 1100 w microwave inverter power 1500 w convection power genius sensor cook two level cooking half mirror finish glass door stainless steel finish,,,
4570,0,937,580,panasonic black high defintion 60gb hard disk drive/sd hybrid camcorder hdchs100k,sony handycam hdr-sr12 high definition digital camcorder hdrsr12,panasonic black high defintion 60gb hard disk drive/sd hybrid camcorder hdchs100k 1920x1080 pixel recording advanced optical image stabilizer leica lens 12x optical zoom 2.7 ' wide lcd 5.1 channel surround sound records to internal hard drive and sd memory card black finish,16:9 3.2 ' color lcd,,869.0
4571,0,32,138,panasonic corded phone kxts3282b,panasonic kx-tga450b cordless handset,panasonic corded phone kxts3282b 2 phone lines call waiting 50-station caller id speakerphone 3-line lcd display black finish,panasonic kx-tga450b additional handset for pankxtg4500b,,
4572,1,747,727,nikon coolpix p80 digital camera in black coolpixp80,nikon coolpix p80 digital camera 26114,nikon coolpix p80 digital camera in black coolpixp80 10.1 megapixels 18x optical wide-angle zoom-nikkor lens 2.7 ' high-resolution lcd electronic viewfinder auto adjusts up to iso 6400 in-camera red-eye fix face-priority af d-lighting high quality tv movies with sound black finish,"nikon coolpix p80 10 megapixel digital camera with 18x optical wide-angle zoom , 2.7 ' high-resolution lcd , vibration reduction image stabiliation & up to an iso6400",,271.72
4573,0,897,625,garmin nuvi 265wt gps navigation system 0100057510,garmin nvi 205w automobile navigator 010-00718-40,garmin nuvi 265wt gps navigation system 0100057510 4.3 ' widescreen sunlight-readable touchscreen display size turn-by-turn directions voice prompts speaks street names 2-d or 3-d maps bluetooth wireless technology avoid traffic tie-ups integrated fm traffic receiver sleek & slim design jpeg picture viewer world travel clock up to 4 hours of battery life garmin lock grey finish,garmin nuvi 205w portable gps system w / preloaded maps,,162.99
4574,0,201,183,tech craft abs48 antique black avalon series 48 ' tv stand abs48,techcraft veneto series swp48 tv stand,tech craft abs48 antique black avalon series 48 ' tv stand abs48 for flat panels and dlp tv?s molded top and shaped skirt framed doors antique black distressed finish,"wood , glass brown",299.0,299.0
4575,0,462,10,linksys wireless-g ethernet bridge wet54g,linksys instant gigabit eg005w ethernet switch,"linksys wireless-g ethernet bridge wet54g converts wired-ethernet devices to wireless-g network connectivity for windows , macintosh , linux , playstation consoles , xbox consoles , or anything with an ethernet port plug and play , no driver installation require",linksys eg005w gigabit 5-port workgroup switch,89.0,
4576,0,370,627,nikon d300 digital slr digital camera d300body,samsung l200 digital camera black ec-l200zbba / us,"nikon d300 digital slr digital camera d300body 12.3 megapixel dx-format cmos sensor 3 ' super density 920,000-dot vga color monitor continuous shooting up to 6 frames per second fast accurate 51-point autofocus with 3d focus tracking scene recognition system ( srs ) dynamic integrated dust reduction system two liveview shooting modes picture control settings rugged magnesium-alloy construction black finish body only","samsung l200 10 megapixel digital camera with 2.5 lcd , 3x optical zoom , digital image stabilization , face detection function black",,119.0
4577,0,486,993,canon silver 8.0 megapixel powershot digital camera sd1100is,"canon powershot sd990 is 14 megapixel digital camera w / 3.7 x optical zoom , ua len , face detection , 2.5 lcd , & iso 1600 black 2669b001",canon silver 8.0 megapixel powershot digital camera sd1100is 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology swing silver finish,,,299.88
4578,0,180,627,lowepro digital camera case in black rezo15bk,samsung l200 digital camera black ec-l200zbba / us,"lowepro rezo 15 digital camera case in black rezo15bk slim , sleek little pouch stretchy side gussets pocket for memory card adjustable shoulder strap water-resistant microfiber","samsung l200 10 megapixel digital camera with 2.5 lcd , 3x optical zoom , digital image stabilization , face detection function black",,119.0
4579,0,572,719,samsung 46 ' series 5 lcd black flat panel hdtv ln46a550,samsung 6 series ln32a650 32 ' lcd tv,"samsung 46 ' series 5 lcd black flat panel hdtv ln46a550 full 1080p high definition resolution 16:9 widescreen aspect ratio 30,000:1 dynamic contrast ratio 5ms response time srs trusurround xt audio built-in digital tuner ( atsc/clear qam ) picture-in-picture sound leveler 3 hdmi slots swivel stand black finish","samsung ln32a650 32 ' 1080p lcd hdtv 50,000:1 dynamic contrast ratio 4ms response time",,916.13
4580,0,198,100,canon pgi-5bk black ink tank cartridge pgi5bk,canon pg-50 high capacity black ink cartridge for pixma mp450 printer 0616b002,canon pgi-5bk black ink tank cartridge pgi5bk smudge resistant resists smearing caused by highlighters smudge resistant pigment ink formulation for long lasting prints,black,16.0,
4581,0,190,626,panasonic kx-tg4500b black 5.8 ghz cordless phone system kxtg4500b,panasonic kx-tg4321b 5.8 ghz expandable digital cordless phone,panasonic kx-tg4500b black 5.8 ghz cordless phone system kxtg4500b frequency-hopping spread spectrum technology all-digital voice mail system handles up to 4 lines tollsaver 2-way recording black finish,1 x phone line ( s ) black,,
4582,0,775,864,samsung 7.1-channel blu-ray home theater system htbd2txaa,sony ht-ct100 home theater system,samsung ht-bd2t 7.1-channel blu-ray home theater system htbd2txaa 1100 watts total system power dolby true hd and dts-hd compatibility 1080 dvd up-conversion with hdmi full hd 1080p/24p playback black finish,", 3.1 speakers progressive scan 250w rms",,279.95
4583,0,500,610,panasonic viera 46 ' plasma flat panel 1080p hdtv in black th46pz80u,panasonic viera tc-26lx85 26 ' lcd tv,panasonic viera 46 ' plasma flat panel 1080p hdtv in black th46pz80u 1080p display 1920 x 1080 native resolution color purity optimizer surround sound anti-reflective filter viera link hdavi control built-in ntsc/atsc/qam tuners 3 hdmi inputs built-in galleryplayer capable sd card memory slot pedestal stand included black finish,"26 ' atsc , ntsc 16:9 1366 x 768 hdtv",,547.92
4584,0,1010,528,panasonic black hi-definition camcorder starter kit vbgvbb1strkit,panasonic palmcorder sdr-h40 digital camcorder,panasonic black hi-definition camcorder starter kit vbgvbb1strkit case has internal compartments and a shoulder strap 1320mah rechargeable lithium-ion battery black finish,"panasonic sdr-h40 40gb hard disk drive/sd hybrid camcorder with 42x optical zoom , optical image stabilization , one-touch dvd copy , and anti-shock shield",,328.88
4585,0,615,626,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t,panasonic kx-tg4321b 5.8 ghz expandable digital cordless phone,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t 2 handsets system up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold voice menu marker message mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black metallic finish,1 x phone line ( s ) black,,
4586,0,487,574,canon blue 8.0 megapixel powershot digital camera sd1100isb,sony cyber-shot dsc-t300 digital camera black dsct300/b,canon blue 8.0 megapixel powershot digital camera sd1100isb 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology rhythm & blue finish,10.1 megapixel 16:9 2x digital zoom 3.5 ' active matrix tft color lcd,,273.95
4587,0,843,814,speck seethru orange hard shell case for 13 ' macbook mb13orgseev2,speck products seethru case for apple 13 ' macbook mb13-blk-see-v2,speck seethru orange hard shell case for 13 ' macbook mb13orgseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support orange finish,plastic black,,
